ja	en	zh-tw	zh-cn
クリスマスカード	Christmas Card	聖誕卡片	圣诞贺卡
クリスマスキャンドル	Christmas Candle	聖誕蠟燭	圣诞节蜡烛
クリスマスツリー	Christmas Tree	聖誕樹	圣诞树
クリスマスツリーを飾り付けるオーナメント。	A set of ornaments to hang on your Christmas tree.	裝飾在聖誕樹上的裝飾品。	装饰在圣诞树上的饰品。
クリスマスのために飾り付けられた、サウナストーブ用の薪	Logs for the sauna stove decorated for Christmas.	用於桑拿爐的木柴，為了聖誕節特別裝飾過	用于圣诞节装饰的，桑拿炉用的木柴
クリスマスの代表的なメニューで迫力満点。これにはリョウタくんも大満足。<br>謎の搬入経路によって東京内に持ち込まれた七面鳥を、香辛料などの詰め物と共にじっくりと時間をかけてローストした一品。<br><size=-2>果たしてこれは本当に七面鳥なのか？真相を知る者は誰一人いない。</size><br><br>料理人チョウジのマスコットを添えて。<br>肉厚ジューシー、ミステリアスな美味しさ。	"A good roast turkey makes or breaks a Christmas dinner, and this specimen is magnificent enough to satisfy even Ryota.<br>Smuggled into Tokyo from overseas by means best left unquestioned, it has been packed with spices and stuffing before being roasted long and slow to ensure maximum flavor.<br><size=-2>Secretly, you have your doubts about whether it really is a turkey, but nobody seems able to tell you for sure one way or the other.</size><br><br>Comes with a little marzipan replica of its chef, Choji, dressed for the occasion.<br>Its juicy deliciousness hides a flavor you can't quite place."	作為聖誕節的代表性餐點著實令人震撼。這分量就連良太也能滿足地點頭。<br>投過神秘管道運進東京內的火雞，填入辛香料等食材，經過充分燒烤的一道料理。<br><size=-2>這究竟是不是真正的火雞呢？其真相無人知曉。</size><br><br>加上料理人丁次的幸運象徵。<br>肉量飽滿又多汁，擁有不可思議的美味。	气势十足，可以说是圣诞节的代表性菜色。这样一来良太也会大为满足。<br>将通过神秘路径运送到东京的火鸡，灌以香辛料等食材细煮慢烤所制成的菜肴。<br><size=-2>到底这真的是火鸡吗？没有任何人知道真相。</size><br><br>配以厨师丁次的吉祥物。<br>肉厚多汁，更有一份神秘的美味。
クリスマスの夜に優しい光を灯すキャンドル。	This candle lets off a soft glow to brighten your Christmas Eve.	可以為聖誕夜點上柔和光芒的蠟燭。	在圣诞夜散发出柔和光芒的蜡烛。
クリスマスパーティーの料理をオーダーするための特別な呼び鈴。	A special bell used to order food at the Christmas party.	可以点圣诞派对美食的特殊手摇铃。	為了點聖誕派對餐點的特別搖鈴。
クリスマスパーティーへ「良い子」も「悪い子」も皆を招くお誘いカード。	Christmas Party invitation for children both naughty and nice.	可以同时邀请“好孩子”和“坏孩子”参加圣诞派对的邀请函。	招待「好孩子」和「壞孩子」來聖誕派對的邀請卡。
クリティカル	Crit	爆擊	暴击
クリティカル＆ＨＰ回復	Crit & restore HP	爆擊＆HP回復	暴击＆HP恢复
クリティカル＋＆ＨＰ減少	Crit & reduce HP	爆擊+＆HP減少	暴击＋＆HP减少
クリティカルＨＰ回復	Critical HP restoration	爆擊HP回復	暴击HP恢复
グリフォンは「鷲の翼とライオンの胴体という、ありえない結合」の象徴であり、その羽根は「ありえない者同士でも縁を結びつける」という権能を持つ。この神器は、彼の一族全員が持つ者であり、修行により制御を覚えるもの。しかし彼は恋愛事を避けて来たため、翼の制御方法を学んでおらず、ある日、ふとしたはずみで翼が暴走してしまう。	"The Griffon, with the wings of an eagle and the body of a lion, is the symbol of impossible union. Their feathers and wings possess a Rule that binds the fates of impossible combinations. These Sacred Artifacts are a part of everyone in his clan, and they each learn to control them through rigorous training. Since he has avoided all things related to love, he has not learned how to control his Wings. One day, a slight accident caused his Wings to go out of control."	獅鷲獸為「具有鷹翅與獅身，不可能的結合」的象徵，其羽毛具有「即使不可能結合的對象，也能結緣」的權能。他們一族所有人都是此神器的持有者，並透過修行學會如何控制。但因為他一直以來都躲避戀愛，也沒學習控制翅膀的方法。有一天，因一個偶然而使得翅膀失控了。	狮鹫拥有“鹰的翅膀和狮子的躯体，象征着“不可能的结合”，其羽毛则具有“让不可能结缘的对象间结缘”的权能。他的一族成员全都持有该神器，并通过修行学会控制。但是由于他一直回避恋爱，没有学会翅膀的控制方法，某天一不小心，翅膀就失控了。
グリュプスヴァッシャー	Chimeran Basher	硬派我徹	硬派我彻
グリンブルスティ	Gullinbursti	古林博斯帝	古林博斯帝
グリンブルスティとスウィートタイム	A Sweet Moment with Gullinbursti	與古林博斯帝共度甜蜜時光	古林博斯帝和甜点时光
クレジット	Credit	Credit	积分
クロウリング・ケイオス	Crawling Chaos	狂言奇誤	狂言奇误
クロード	Claude	克勞德	克劳德
クロード☆３・火・魔	Claude	克勞德	克劳德
クロードとクリスマスパーティー	Christmas Party with Claude	與克勞德參加聖誕派對	克劳德与圣诞派对
クロードと夏の花火	Summer Fireworks with Claude	與克勞德觀賞夏日煙火	克劳德与夏日烟花
クロードにプレゼント	Present for Claude	送禮給克勞德	送克劳德礼物
クロード敵専用	Claude	克勞德	克劳德
クロガネ	Kurogane	黑鐵	黑铁
クロガネとプレゼント交換	Exchange Presents with Kurogane	和黑鐵交換禮物	和黑铁交换礼物
クロガネと最後の３日間	Last Days with Kurogane	與黑鐵共處的最後３天	黑铁与最后的三天
グロシア・ヘパイストス	Fists of Hephaestus	比翼憐離	比翼怜离
グンゾウ	Gunzo	群藏	群藏
グンゾウとお花見	Spring Picnic with Gunzo	與群藏一起賞花	群藏与赏花
グンゾウと夏の花火	Summer Fireworks with Gunzo	與群藏觀賞夏日煙火	群藏与夏日烟花
グンゾウにプレゼント	Present for Gunzo	送禮給群藏	送群藏礼物
敬愛のスノウドロップ	Beloved Snowdrop	敬愛的雪之糖果	满怀敬爱的雪花莲
ケイセイサンゴク	Dangerous Courtesan	天姿黑食	天姿黑食
ケイセイサンゴク？	Dangerous Courtesan?	天姿黑食？	天姿黑食？
ゲームデータが更新されました。	Game data has been updated.	已更新遊戲資料。	游戏数据已更新。
ゲームプレイ中のローディング時間を短縮し	Reduce loading times during play	可縮短遊戲時的讀取時間	缩短游戏进行中的加载时间
ゲームマスターズ	Game Masters	GameMasters	游戏管理员
ゲームやマンガ、アニメが大好きで、現代日本の文化にすっかり傾倒してしまった「転光生」。その影響で、ニンジャに強い憧れを抱いている。今回はギルドの仲間全員でプールに行けると大はしゃぎ。新しく手に入れた二丁拳銃（水鉄砲）を両手に構えながらバナナフロートに跨り、プールで暴れる準備は万端！ハヌマンの夏はまだ始まったばかりだ。	"A Transient who loves video games, manga, and anime, and who adores modern Japanese subculture. Because of these influences, he aspires to become a ninja. Excited to go to a swimming pool with all of his fellow guild members, and wielding his new, dual water pistols, he is ready to rock the banana boat! Hanuman's summer has just begun."	著迷於現代日本文化，非常喜歡遊戲、漫畫、動畫的「轉光生」。因為這些因素的影響，他非常憧憬日本的忍者。這次能和公會的所有夥伴一起去游泳池，著實讓他興奮不已。他手持新買的兩把手槍（水槍），坐上充氣的香蕉浮排，已經準備好在游泳池大鬧一場了！哈奴曼的夏天才正要開始呢。	非常喜欢游戏、 漫画和动画，深度沉醉于现代日本文化的“转光生”。受日本文化影响，他非常向往忍者。这次因为能跟工会所有同伴一起去泳池而感到非常激动。他两手拿着新手枪（水枪）坐在香蕉船上，已经做好了在泳池上大闹特闹的准备！哈奴曼的夏天才刚刚开始。
ゲームやマンガ、アニメが大好きで、現代日本の文化にすっかり傾倒してしまった「転校生」。その影響で、ニンジャに強い憧れを抱いている。今回はギルドの仲間全員でプールに行けると大はしゃぎ。新しく手に入れた二丁拳銃（水鉄砲）を両手に構えながらバナナフロートに跨り、プールで暴れる準備は万端！ハヌマンの夏はまだ始まったばかりだ。	"A Transient who loves video games, manga, and anime, and who adores modern Japanese subculture. Because of these influences, he aspires to become a ninja. Excited to go to a swimming pool with all of his fellow guild members, and wielding his new, dual water pistols, he is ready to rock the banana boat! Hanuman's summer has just begun."	最喜歡遊戲、漫畫、動畫，全心為現代日本文化傾倒的「轉光生」。在這些影響之下，對忍者抱有強烈的憧憬。 這次能和公會的全體成員去泳池，讓他興奮不已。 兩手拿著雙槍（水槍），跨上充氣香蕉船，已經做好萬全準備，要在泳池裡大暴動了！ 哈奴曼夏天才正要開始呢。	痴迷于当今日本文化的“转光生”，非常喜欢 游戏和动漫，并对忍者抱有强烈的憧憬。这次能和公会的所有成员一起去游泳一事 让他兴奋不已。准备工作已经做好了！ 他要手握两把新买的手枪（水枪），骑上充气香蕉船 在泳池里大闹一番！哈奴曼的夏天才刚刚开始。
