ja	en	zh-tw	zh-cn
"（合計 {5:#,##0}{2}）"	"(Total {5:#,##0}{2})"	"（合計 {5:#,##0}{2}）"	"（合计 {5:#,##0}{2}）"
"「{3}」を{4:#,##0}個消費します。"	{4} {3}(s) will be traded in.	消耗 {3} {4}個道具。	"「{3}」消耗{4:#,##0}个道具。"
上のスライダーを左右に動かして、	Move the above slider	左右滑動上面的滑動條，	左右移动上方的滑块，
最大50{2}まで一括交換出来ます。	to exchange up to 50 {2} at once.	最多可以一次交換50{2}。	最多可一次性交换50{2}。
交換する数を変更できます。	to adjust amount to be exchanged.	即可變更交換數量。	可以变更交换个数。
"（消費後：{6:#,##0}）"	"(Amount remaining after exchange: {6:#, ##0})"	"（消費後：{6:#,##0}）"	"（消耗后：{6:#,##0}）"
即時反映されます。	will appear immediately.	獲得的道具會即時生效。	将立即生效。
交換する	Exchange	兌換	进行交换
画面の更新後、再度お試しください。	Please try again after refreshing the screen.	請於更新畫面後再試一次。	更新画面后，请再次尝试。
メッセージBOXから<br>お受け取り下さい。	Please accept from<br>your Message Box.	請從收件箱領取。	请通过收件箱领取。
現在、解放可能なメインクエストをすべてクリアしました。<br>今後のアップデートを、今しばらくお待ちください。	All main quests that are currently unlockable have been completed.<br>Please wait for the next update.	目前已通過所有開放中的主線任務。<br>請靜待今後的劇情更新。	您已经完成了目前可解锁的所有主线任务。<br>请耐心等待今后的游戏更新。
【キャラクエスト】<br>①カードの限界突破を行う<br>②解放条件クエストをクリアしている<br>上記、条件を満たすことで公開中のキャラクエストをプレイすることができます。	Character Quests<br>1: Perform a Breakthrough on the relevant card<br>2: Clear all pre-requisite quests<br>Complete the above requirements to unlock any released Character Quest.	【角色任務】<br>①進行卡片的突破界限<br>②通過解放條件任務<br>滿足上述條件，便可遊玩公開中的角色任務。	【角色任务】<br>①让卡片突破界限<br>②完成开放条件的任务<br>满足上述条件即可进入公开中的角色任务进行游戏。
【恋愛クエスト】<br>①カードの限界突破を第三段階まで行う<br>②解放条件クエストをクリアしている<br>上記、条件を満たすことで公開中の恋愛クエストをプレイすることができます。	Love Quests<br>1: Perform 2 Breakthroughs on the relevant card<br>2: Clear all pre-requisite quests<br>Complete the above requirements unlock any released Love Quest.	【戀愛任務】<br>①進行卡片的突破界限到第三階段<br>②通過解放條件任務<br>滿足上述條件，便可遊玩公開中的戀愛任務。	【恋爱任务】<br>①让卡片突破界限达到第三阶段<br>②完成开放条件的任务<br>满足上述条件即可进入公开中的恋爱任务进行游戏。
【プレミアム戦友召喚】<br>プレミアム戦友召喚では、戦友召喚に比べキャラクターの召喚率がアップします。	Premium Ally Summon<br>The Premium Ally Summon has a higher chance of summoning certain characters than the Ally Summon.	"	【高級戰友召喚】<br>比起戰友召喚，高級戰友召喚的角色召喚率更高。"	【高级战友召唤】<br>高级战友召唤的角色召唤机率高于战友召唤。
【コンフィグ】<br>オプション画面のコンフィグで、サウンドや通知の設定ができます。	"Configuration<br>Sound and notification settings, etc., can be changed from the Configuration menu, found on the Options screen."	【設定】<br>在選項畫面中的設定，可以設定音量和通知。	【设置】<br>通过选项画面的设置，可以对声音和通知进行设置。
【フレンドの詳細】<br>クエスト出発前のサポート選択画面では、ボタンを長押しすることでサポートキャラクターの性能を見ることができます。	Friend’s Details<br>Press and hold on a Support character in the selection screen before starting a quest to view the character's details.	【戰友詳情】<br>在任務出發前的選擇協助畫面中，只要長按按鈕，便可確認協助角色的性能。	【好友资料】<br>在任务开始前的支援选择画面中，长按按钮即可查看支援角色的参数。
【ＡＰ回復】<br>転光石・各種スタミナ回復アイテムを使用することで、ＡＰの回復ができます。ＡＰの回復はショップまたはクエスト選択時、ＡＰが不足していた場合に行えます。	"AP Recovery<br>AP can be recovered by using Transient Stones or stamina recovery items. If you run out of AP, you may go to the shop or select a quest, and a screen will appear, prompting you to use a recovery item."	【AP回復】<br>使用轉光石、各種體力回復道具便可回復AP。在商店或是選擇任務AP不足時，可以回復AP。	【AP恢复】  使用转光石及各种体力恢复道具，可以恢复AP。在商店，或选择任务时如果AP不足，可以进行AP的恢复。
【ソート】<br>カード一覧では、ソートを行うことにより、条件の順番にカードを並べ替えることができます。	Sort<br>The cards you own can be sorted in any card selection screen based on various criteria.	【排序】<br>透過在卡片一覽中執行排序，便能以該條件的順位排列卡片。	【排序】<br>在卡片一览中，通过排序，可以按一定条件重新排列卡片。
【フィルタ】<br>カード一覧では、フィルタ機能を使うことで、条件に合ったカードだけを表示することができます。	Filter<br>The Filter button makes it possible to display only cards that fit certain criteria in any card selection screen.	【篩選】<br>透過在卡片一覽中執行篩選功能，便可只顯示符合條件的卡片。	【筛选】<br>在卡片一览中，使用筛选功能，可以只显示符合条件的卡片。
【曜日クエスト】<br>曜日クエストでは曜日に応じた属性の強化アイテムが入手できます。	Daily Quest<br>Upgrade items for different attributes are obtainable through Daily Quests each day of the week.	【每日任務】<br>在每日任務中，每天可獲得不同的屬性強化道具。	【每日任务】<br>在每日任务中，每天可以获得不同的属性强化道具。
【マイギルド】<br>ストーリーをクリアしていくとマイギルド機能が使えるようになり、手に入れた部屋・家具・自分が所持しているキャラクターの表示を行う事ができます。	"My Guild<br>The My Guild feature will be unlocked upon completing a certain portion of the main story, and can be filled with decorations you obtain, as well as characters whose cards you own."	【我的公會】<br>只要通過劇情任務，便可以使用我的公會功能，可顯示獲得的房間、家具，以及自己擁有的角色。	【我的公会】<br>只要过关剧情任务，便可以使用“我的公会”功能，显示获得的房间、家具，以及自己拥有的角色。
【ギルドランク経験値】<br>ギルドランク経験値は所持しているすべてのカードのＬｖ+スキルＬｖ+神器Ｌｖの合計値です。	"Guild Rank XP<br>Guild Rank XP is calculated by adding together the Levels, Skill Levels, and Sacred Artifact Levels of all owned cards."	【公會階級經驗值】<br>公會階級經驗值為擁有的所有卡片Lv+技能Lv+神器Lv的合計值。	【公会阶级经验值】<br>公会阶级经验值是持有的所有卡片的等级+技能等级+神器等级的总和。
【ギルドランク】<br>ギルドランクを上げることで、主人公★３カードの神器レベルアップ、所持アイテム数の拡張、新しい家具や部屋を入手できます。	"Guild Rank<br>Raising your Guild Rank can increase the Sacred Artifact Level of your ★3 protagonist and the number of items you can carry, as well as unlock decorations for your guild room."	【公會階級】<br>只要提升公會階級，便可提升主人公★3卡片的神器等級，擴充持有道具數量，以及獲得新的家具和房間。	【公会阶级】<br>通过提升公会阶级，可以升级主人公3★卡片的神器、增加持有道具数量上限，也能获得新的家具和房间。
【特攻】<br>特定の相手に対して大ダメージを与えることができます。	Attack Bonus<br>Deal increased damage to the designated enemies.	【特攻】<br>對特定的對象可造成較大傷害。	【特别攻击】<br>可以对特定对手造成大伤害。
【特防】<br>特定の武器タイプからのダメージが減少します。	Defense Bonus<br>Receive decreased damage from units with the designated weapon type.	【特防】<br>可減少特定武器類型的傷害。	【特别防御】<br>减少特定武器类型对己方造成的伤害。
【コストオーバー】<br>編成コストをオーバーする場合、カード選択画面でコストオーバーの表示が行われますが、カードを選択し、編成画面に並べることは可能です。	"Cost Over<br>When selecting a card will exceed the total possible team cost, the card will display Cost Over, but can still be selected to view on the Team screen."	【COST超過】<br>超過可編組COST時，卡面選擇畫面雖會顯示COST超過，但仍可以選擇卡片，在編組畫面中排列。	【消耗超支】<br>如果超过组队消耗，虽然卡片选择画面会显示消耗超支，但仍可以选择卡片并在组队画面进行排列。
【パラメータ強化アイテム】<br>「ATKの種」「HPの種」を使うと、キャラクターの基礎能力値を向上させることができます。アイテムの効果は同名のキャラクター全てに適応されます。	Parameter Upgrade Items<br>Using Attack Seeds and HP Seeds will allow characters to surpass the limits of their base attributes. Items will affect all cards of the same character.	【數值強化道具】<br>使用「ATK的種子」、「HP的種子」，可以提升角色的基礎能力值。道具效果適用於同名的所有角色。	【参数强化道具】  使用“ATK种子”和“HP种子”，可以提高角色的基础能力值。道具将对同名的所有角色产生效果。
【思い出の記憶】<br>オプション画面の「思い出の記憶」から過去のシナリオを回想することが可能です。	Memories<br>Previously viewed scenarios can be replayed by selecting Memories from the Options screen.	【回憶】<br>點選選項畫面的「回憶」，可以回想過去的劇情。	【回忆】<br>可以通过选项画面的“回忆”回想过去的剧情。
【カード属性・英雄】<br>「英雄」は「魔」に強い相性を持ちます。<br>加えて「天」と「冥」からのダメージが減少しますが、「火水木」へ与えるダメージは半減します。	"Card Attributes (Valiant)<br>Valiant has a strong advantage over Infernal.<br>It takes less damage from Aether and Nether attacks, but only deals half-damage to Fire, Wood, and Water targets."	【卡片屬性・英雄】<br>「英雄」對「魔」有強大的相剋關係。<br>此外雖可減少自「天」和「冥」的傷害，但對「火水木」造成的傷害會減半。	【卡片属性·英雄】<br>  “英雄”与“魔”有很强的相克关系。 <br> 此外，虽然受到“天”与“冥”的伤害有所减少，但对“火水木”造成的伤害减半。
